date,state,total doses,first dose,second dose
2021-01-12,Illinois,346792,284035,62757
2021-01-13,Illinois,365631,291445,74186
2021-01-14,Illinois,399593,316876,82717
2021-01-15,Illinois,432766,341518,91248
2021-01-16,Illinois,454298,359729,94569
2021-01-17,Illinois,475830,377940,97890
2021-01-18,Illinois,497362,396151,101211
2021-01-19,Illinois,518895,414362,104533
2021-01-20,Illinois,533475,425824,107651
2021-01-21,Illinois,563943,452010,111933
2021-01-22,Illinois,600602,479848,120754
2021-01-23,Illinois,647686,518779,128907
2021-01-24,Illinois,691847,556517,135330
2021-01-25,Illinois,715871,578406,137465
2021-01-26,Illinois,730606,590212,140394
2021-01-27,Illinois,758949,611024,147925
2021-01-28,Illinois,805641,643555,162086
2021-01-29,Illinois,866592,685529,181063
2021-01-30,Illinois,930649,733006,197643
2021-01-31,Illinois,993064,781536,211528
2021-02-01,Illinois,1036348,817253,219095
2021-02-02,Illinois,1054582,831556,223026
2021-02-03,Illinois,1089926,859076,230850
2021-02-04,Illinois,1153744,905981,247763
2021-02-05,Illinois,1222593,962345,260248
2021-02-06,Illinois,1303763,1028487,275276
2021-02-07,Illinois,1375057,1086599,288458
2021-02-08,Illinois,1431047,1131846,299201
2021-02-09,Illinois,1451098,1148175,302923
2021-02-10,Illinois,1512783,1198096,314687
2021-02-11,Illinois,1573814,1243706,330108
2021-02-12,Illinois,1643391,1294565,348826
2021-02-13,Illinois,1740519,1364527,375992
2021-02-14,Illinois,1821917,1421577,400340
2021-02-15,Illinois,1871768,1460108,411660
2021-02-16,Illinois,1921620,1498639,422981
2021-02-17,Illinois,1962867,1531557,431310
2021-02-18,Illinois,2003752,1557154,446598
2021-02-19,Illinois,2140271,1647720,492551
2021-02-20,Illinois,2225225,1697843,527382
2021-02-21,Illinois,2302763,1742360,560403
2021-02-22,Illinois,2344757,1766364,578393
2021-02-23,Illinois,2404967,1802372,602595
2021-02-24,Illinois,2450044,1826927,623117
2021-02-25,Illinois,2508278,1855962,652316
2021-02-26,Illinois,2627148,1923246,703902
2021-02-27,Illinois,2722220,1964466,757754
2021-02-28,Illinois,2810740,2004662,806078
2021-03-01,Illinois,2892796,2045444,847352
2021-03-02,Illinois,2944676,2076864,867812
2021-03-03,Illinois,3007857,2110030,897827
2021-03-04,Illinois,3093025,2153991,939034
2021-03-05,Illinois,3189628,2204820,984808
2021-03-06,Illinois,3325718,2275017,1050701
